,STOCK,CODE
1718,Ind-agiv Commerce Ltd.,BOM517077
1719,Ind-swift Laboratories Ltd.,BOM532305
1720,Ind-swift Ltd.,BOM524652
1721,Indag Rubber Ltd,BOM509162
1722,Indbank Merchant Banking Services Ltd.,BOM511473
1723,Indergiri Finance Ltd.,BOM531505
1724,India Cements Capital Ltd.,BOM511355
1725,India Cements Ltd.,BOM530005
1726,India Finsec Ltd.,BOM535667
1727,India Gelatine & Chemicals Ltd,BOM531253
1728,India Glycols Ltd.,BOM500201
1729,India Home Loan Ltd.,BOM530979
1730,India Infraspace Ltd.,BOM531343
1731,India Lease Development Ltd.,BOM500202
1732,India Motor Parts & Accessories Ltd.,BOM590065
1733,India Nippon Electricals Ltd.,BOM532240
1734,India Steel Works Ltd.,BOM513361
1735,India Tourism Development Corporation Ltd.,BOM532189
1736,Indiabulls Housing Finance Ltd,BOM535789
1737,Indiabulls Real Estate Ltd.,BOM532832
1738,Indiabulls Ventures Limited,BOM532960
1739,Indiabulls Wholesale Services Ltd.,BOM533520
1740,Indiaco Ventures Ltd.,BOM506131
1741,Indian Acrylics Ltd.,BOM514165
1742,Indian Bank,BOM532814
1743,Indian Bright Steel Co.ltd.,BOM504731
1744,Indian Card Clothing Co.ltd.,BOM509692
1745,Indian Extractions Ltd.,BOM524614
1746,Indian Hotels Co.ltd.,BOM500850
1747,Indian Hume Pipe Co.ltd.,BOM504741
1748,Indian Infotech & Software Ltd.,BOM509051
1749,Indian Link Chain Manufactures Ltd.,BOM504746
1750,Indian Metals & Ferro Alloys Ltd.,BOM533047
1751,Indian Oil Corporation Ltd.,BOM530965
1752,Indian Overseas Bank,BOM532388
1753,Indian Sucrose Ltd.,BOM500319
1754,Indian Terrain Fashions Ltd.,BOM533329
1755,Indian Toners & Developers Ltd,BOM523586
1756,Indianivesh Ltd.,BOM501700
1757,Inditrade Capital Limited,BOM532745
1758,Indo Amines Ltd,BOM524648
1759,Indo Asian Finance Ltd.,BOM530747
1760,Indo Bonito Multinational Ltd.,BOM531084
1761,Indo Borax & Chemicals Ltd,BOM524342
1762,Indo Cotspin Ltd,BOM538838
1763,Indo Count Industries Ltd.,BOM521016
1764,Indo Credit Capital Ltd.,BOM526887
1765,Indo Euro Indchem Ltd.,BOM524458
1766,Indo Pacific Projects Ltd,BOM531565
1767,Indo Rama Synthetics (india) Ltd.,BOM500207
1768,Indo Tech Transformers Ltd.,BOM532717
1769,Indo Thai Securities Ltd.,BOM533676
1770,Indo-asian Projects Ltd.,BOM531674
1771,Indo-city Infotech Ltd,BOM532100
1772,Indo-global Enterprises Ltd,BOM539433
1773,Indo-national Ltd.,BOM504058
1774,Indoco Remedies Ltd.,BOM532612
1775,Indokem Ltd.,BOM504092
1776,Indosolar Ltd.,BOM533257
1777,Indovation Technologies Ltd.,BOM521005
1778,Indowind Energy Ltd.,BOM532894
1779,Indra Industries Ltd,BOM539175
1780,Indraprastha Gas Ltd.,BOM532514
1781,Indraprastha Medical Corp.ltd.,BOM532150
1782,Indrayani Biotech Ltd.,BOM526445
1783,Indsil Hydro Power And Manganese Ltd,BOM522165
1784,Indsoya Ltd.,BOM503639
1785,Indtradeco Ltd.,BOM504336
1786,Inducto Steel Ltd.,BOM532001
1787,Indus Fila Ltd.,BOM532821
1788,Indus Finance Ltd,BOM531841
1789,Indusind Bank Ltd.,BOM532187
1790,Industrial & Prudential Investments Co.ltd.,BOM501298
1791,Industrial Investment Trust Ltd.,BOM501295
1792,Ineos Styrolution India Ltd,BOM506222
1793,Inertia Steel Ltd.,BOM512025
1794,Infinite Computer Solutions (india) Ltd,BOM533154
1795,Info Edge (india) Ltd.,BOM532777
1796,Info-drive Software Ltd.,BOM530703
1797,Infomedia Press Ltd.,BOM509069
1798,Informed Technologies India Ltd.,BOM504810
1799,Infosys Ltd.,BOM500209
1800,Infra Industries Ltd.,BOM530777
1801,Infronics Systems Ltd.,BOM590118
1802,Ing Vysya Bank Ltd.,BOM531807
1803,Ingersoll-rand (india) Ltd.,BOM500210
1804,Inland Printers Ltd.,BOM530787
1805,Innocorp Ltd.,BOM531929
1806,Innovassynth Investments Ltd.,BOM533315
1807,Innovation Software Exports Ltd.,BOM517433
1808,Innovative Tech Pack Ltd.,BOM523840
1809,Innoventive Industries Ltd.,BOM533402
1810,Innoventive Venture Ltd.,BOM512375
1811,Inox Leisure Ltd.,BOM532706
1812,Inox Wind Ltd,BOM539083
1813,Insecticides (india) Ltd.,BOM532851
1814,Insilco Ltd.,BOM500211
1815,Insta Finance Limited,BOM511433
1816,Intec Capital Ltd.,BOM526871
1817,Integra Capital Management Ltd.,BOM531314
1818,Integra Engineering India Ltd.,BOM505358
1819,Integra Garments And Textiles Ltd,BOM535958
1820,Integra Switchgear Ltd.,BOM517423
1821,Integra Telecommunication & Software Ltd,BOM536868
1822,Integrated Capital Services Ltd,BOM539149
1823,Integrated Financial Services Ltd.,BOM500212
1824,Integrated Hitech Ltd.,BOM532303
1825,Integrated Proteins Ltd.,BOM519606
1826,Integrated Technologies Ltd.,BOM531889
1827,Integrated Thermoplastics Ltd.,BOM530921
1828,Intellect Design Arena Ltd,BOM538835
1829,Intellivate Capital Advisors Ltd.,BOM534732
1830,Intellivate Capital Ventures Ltd.,BOM506134
1831,Intellvisions Software Ltd,BOM531777
1832,Intense Technologies Ltd,BOM532326
1833,Inter Globe Finance Ltd.,BOM511391
1834,Inter State Oil Carrier Ltd.,BOM530259
1835,Intercorp Industries Ltd.,BOM531551
1836,Interface Financial Services Ltd.,BOM530519
1837,Interglobe Aviation Ltd,BOM539448
1838,Interlink Petroleum Ltd.,BOM526512
1839,International Combustion (india) Ltd.,BOM505737
1840,International Conveyors Ltd.,BOM509709
1841,International Data Management Ltd.,BOM517044
1842,International Housing Finance Corporation Ltd.,BOM530781
1843,International Paper Appm Limited,BOM502330
1844,International Travel House Ltd,BOM500213
1845,Interworld Digital Ltd,BOM532072
1846,Intrasoft Technologies Ltd.,BOM533181
1847,Inventure Growth & Securities Ltd.,BOM533506
1848,Investment & Precision Castings Ltd.,BOM504786
1849,Invicta Meditek Ltd.,BOM523844
1850,Io System Ltd.,BOM523752
1851,Iol Chemicals & Pharmaceuticals Ltd.,BOM524164
1852,Ion Exchange (india) Ltd,BOM500214
1853,Ip Rings Ltd,BOM523638
1854,Ipca Laboratories Ltd.,BOM524494
1855,Ipru2365,BOM538309
1856,Ipru2366,BOM538310
1857,Ipru8565,BOM538311
1858,Ipru8566,BOM538312
1859,Irb Infrastructure Developers Ltd.,BOM532947
1860,Iris Mediaworks Ltd.,BOM531337
1861,Isf Limited,BOM526859
1862,Isgec Heavy Engineering Ltd.,BOM533033
1863,Ishan Dyes & Chemicals Ltd.,BOM531109
1864,Ishita Drugs & Industries Ltd.,BOM524400
1865,Ishwarshakti Holdings & Traders Ltd.,BOM506161
1866,Isl Consulting Ltd.,BOM511609
1867,Ismt Ltd.,BOM532479
1868,Ist Ltd.,BOM508807
1869,Istreet Network Limited,BOM524622
1870,Itc Ltd.,BOM500875
1871,Itd Cementation India Ltd.,BOM509496
1872,Iti Ltd.,BOM523610
1873,Itl Industries Ltd,BOM522183
1874,Ivp Ltd.,BOM507580
1875,Ivrcl Ltd,BOM530773
1876,Iykot Hitech Toolroom Ltd.,BOM522245
1877,Izmo Limited,BOM532341
1878,J. Taparia Projects Ltd,BOM538539
1879,J.b.chemicals & Pharmaceuticals Ltd.,BOM506943
1880,J.j.exporters Ltd.,BOM530049
1881,J.j.finance Corporation Ltd.,BOM523062
1882,J.k.cement Ltd.,BOM532644
1883,J.kumar Infraprojects Ltd.,BOM532940
1884,J.l.morison (india) Ltd.,BOM506522
1885,J.r.foods Ltd.,BOM530915
1886,Jackson Investments Ltd,BOM538422
1887,Jagan Lamps Ltd.,BOM530711
1888,Jagatjit Industries Ltd.,BOM507155
1889,Jagjanani Textiles Ltd.,BOM532825
1890,Jagran Prakashan Ltd.,BOM532705
1891,Jagran Production Limited,BOM531695
1892,Jagson Airlines Ltd.,BOM520139
1893,Jagsonpal Finance & Leasing Ltd.,BOM530601
1894,Jagsonpal Pharmaceuticals Ltd.,BOM507789
1895,Jai Balaji Industries Ltd.,BOM532976
1896,Jai Corp Ltd.,BOM512237
1897,Jai Mata Glass Ltd.,BOM523467
1898,Jaihind Projects Ltd.,BOM531339
1899,Jaihind Synthetics Ltd.,BOM514312
1900,Jain Irrigation Systems Ltd.,BOM500219
1901,Jain Irrigation Systems Ltd.,BOM570004
1902,Jain Marmo Industries Ltd,BOM539119
1903,Jain Studios Ltd.,BOM532033
1904,Jainco Projects (india) Ltd.,BOM526865
1905,Jainex Aamcol Ltd.,BOM505212
1906,Jaipan Industries Ltd.,BOM505840
1907,Jaiprakash Associates Ltd.,BOM532532
1908,Jaiprakash Power Ventures Limited,BOM532627
1909,James Hotels Ltd.,BOM526558
1910,James Warren Tea Ltd,BOM538564
1911,Jammu & Kashmir Bank Ltd.,BOM532209
1912,Jamna Auto Industries Ltd.,BOM520051
1913,Jamshri Ranjitsinghji Spg. & Wvg. Mills Co.ltd,BOM502901
1914,Jarigold Textiles Ltd.,BOM512329
1915,Jasch Industries Ltd.,BOM500220
1916,Jattashankar Industies Ltd.,BOM514318
1917,Jauss Polymers Ltd.,BOM526001
1918,Jay Bharat Maruti Ltd.,BOM520066
1919,Jay Energy And S.energies Ltd.,BOM526523
1920,Jay Mahesh Infraventures Ltd.,BOM590132
1921,Jay Shree Tea & Industries Ltd.,BOM509715
1922,Jay Ushin Ltd.,BOM513252
1923,Jayabharat Credit Ltd,BOM501311
1924,Jayant Agro-organics Ltd.,BOM524330
1925,Jayant Mercantile Co.ltd.,BOM512129
1926,Jayaswal Neco Industries Ltd.,BOM522285
1927,Jayatma Spinners Ltd,BOM539005
1928,Jayavant Products Ltd.,BOM531382
1929,Jaybharat Textiles & Real Estate Ltd.,BOM512233
1930,Jaykay Enterprises Ltd.,BOM500306
1931,Jaypee Infratech Ltd,BOM533207
1932,Jayshree Chemicals Ltd.,BOM506520
1933,Jaysynth Dyestuff (india) Ltd.,BOM506910
1934,Jbf Industries Ltd.,BOM514034
1935,Jbm Auto Ltd.,BOM532605
1936,Jct Electronics Ltd.,BOM500222
1937,Jct Ltd.,BOM500223
1938,Jd Orgochem Ltd.,BOM524592
1939,Jeet Machine Tools Ltd.,BOM513012
1940,Jeevan Scientific Technology Ltd,BOM538837
1941,Jenburkt Pharmaceuticals Ltd.,BOM524731
1942,Jenson & Nicholson (india) Ltd.,BOM523592
1943,Jet Airways (india) Ltd.,BOM532617
1944,Jet Infraventure Ltd,BOM538794
1945,Jetking Infotrain Ltd.,BOM517063
1946,Jeypore Sugar Company Ltd.,BOM590054
1947,Jhaveri Credits & Capital Ltd.,BOM531550
1948,Jhs Svendgaard Laboratories Ltd.,BOM532771
1949,Jik Industries Ltd.,BOM511618
1950,Jindal Capital Ltd.,BOM530405
1951,Jindal Cotex Ltd.,BOM533103
1952,Jindal Drilling & Industries Ltd.,BOM511034
1953,Jindal Hotels Ltd.,BOM507981
1954,Jindal Online.com Ltd.,BOM531960
1955,Jindal Photo Ltd.,BOM532624
1956,Jindal Poly Films Ltd.,BOM500227
1957,Jindal Poly Investment And Finance Company Ltd,BOM536773
1958,Jindal Saw Ltd.,BOM500378
1959,Jindal Stainless Ltd.,BOM532508
1960,Jindal Steel & Power Ltd.,BOM532286
1961,Jindal Worldwide Ltd.,BOM531543
1962,Jiya Eco-products Ltd,BOM539225
1963,Jk Agri Genetics Ltd,BOM536493
1964,Jk Lakshmi Cement Ltd.,BOM500380
1965,Jk Paper Ltd.,BOM532162
1966,Jk Tyre & Industries Ltd.,BOM530007
1967,Jla Infraville Shoppers Ltd,BOM538765
1968,Jm Financial Ltd,BOM523405
1969,Jmc Projects (india) Ltd,BOM522263
1970,Jmd Telefilms Industries Ltd.,BOM511092
1971,Jmg Corporation Ltd.,BOM523712
1972,Jmt Auto Ltd.,BOM513691
1973,Joindre Capital Services Ltd.,BOM531861
1974,Jointeca Education Solutions Ltd.,BOM534659
1975,Jolly Plastic Industries Ltd.,BOM507968
1976,Joonktollee Tea & Industries Ltd,BOM538092
1977,Joonktollee Tea & Industries Ltd,BOM590079
1978,Jost's Engineering Co.ltd.,BOM505750
1979,Joy Realty Limited,BOM508929
1980,Jpt Securities Ltd.,BOM530985
1981,Jri Industries & Infrastructure Limited,BOM506016
1982,Jsl Industries Ltd.,BOM504080
1983,Jsw Energy Ltd,BOM533148
1984,Jsw Holdings Limited,BOM532642
1985,Jsw Steel Ltd.,BOM500228
1986,Jtl Infra Ltd.,BOM534600
1987,Jubilant Foodworks Ltd,BOM533155
1988,Jubilant Industries Ltd.,BOM533320
1989,Jubilant Life Sciences Limited,BOM530019
1990,Jumbo Bag Ltd.,BOM516078
1991,Jumbo Finance Ltd.,BOM511060
1992,Junction Fabrics And Apparels Ltd,BOM539216
1993,Jupiter Industries & Leasing Ltd.,BOM507987
1994,Jupiter Infomedia Ltd.,BOM534623
1995,Just Dial Ltd.,BOM535648
1996,Jvl Agro Industries Ltd.,BOM519248
1997,Jyothi Infraventures Ltd.,BOM531537
1998,Jyothy Laboratories Ltd.,BOM532926
1999,Jyoti Ltd,BOM504076
2000,Jyoti Overseas Ltd.,BOM523876
2001,Jyoti Resins & Adhesives Ltd.,BOM514448
2002,Jyoti Structures Ltd.,BOM513250
2003,Jyotirgamya Enterprises Ltd,BOM539246
2004,K K Fincorp Limited,BOM503669
2005,K-lifestyle & Industries Limited,BOM514221
2006,K.c.p.ltd.,BOM590066
2007,K.m.sugar Mills Ltd.,BOM532673
2008,K.p.r.mill Ltd.,BOM532889
2009,K.s.oils Ltd,BOM526209
2010,K.z.leasing & Finance Ltd.,BOM511728
2011,Kabra Commercial Ltd,BOM539393
2012,Kabra Drugs Ltd.,BOM524322
2013,Kabra Extrusiontechnik Ltd.,BOM524109
2014,Kachchh Minerals Ltd.,BOM531778
2015,Kailash Auto Finance Ltd.,BOM511357
2016,Kaira Can Co.ltd.,BOM504840
2017,Kaiser Corporation Limited,BOM531780
2018,Kajaria Ceramics Ltd.,BOM500233
2019,Kakatiya Cement Sugar & Industries Ltd.,BOM500234
2020,Kakatiya Textiles Ltd.,BOM521054
2021,Kalindee Rail Nirman (engineers) Ltd,BOM522259
2022,Kallam Spinning Mills Ltd,BOM530201
2023,Kalpa Commercial Ltd,BOM539014
2024,Kalpataru Power Transmission Ltd.,BOM522287
2025,Kalptaru Papers Ltd,BOM590036
2026,Kalyani Forge Ltd.,BOM513509
2027,Kalyani Investment Company Ltd.,BOM533302
2028,Kalyani Steels Ltd.,BOM500235
2029,Kalyanpur Cements Ltd.,BOM502150
2030,Kama Holdings Limited,BOM532468
2031,Kamadgiri Fashion Ltd,BOM514322
2032,Kamanwala Housing Construction Ltd.,BOM511131
2033,Kamat Hotels (india) Ltd.,BOM526668
2034,Kamdhenu Ltd,BOM532741
2035,Kanani Industries Ltd.,BOM506184
2036,Kanchi Karpooram Ltd,BOM538896
2037,Kanco Enterprises Ltd.,BOM590084
2038,Kanco Tea & Industries Ltd.,BOM590130
2039,Kandagiri Spinning Mills Ltd,BOM521242
2040,Kanel Industries Limited,BOM500236
2041,Kanika Infotech Ltd.,BOM532367
2042,Kanishk Steel Industries Ltd.,BOM513456
2043,Kanoria Chemicals & Industries Ltd.,BOM506525
2044,Kanpur Plastipack Ltd.,BOM507779
2045,Kansai Nerolac Paints Ltd.,BOM500165
2046,Kansal Fibres Ltd.,BOM531205
2047,Kapashi Commercials Ltd.,BOM512399
2048,Kapil Cotex Ltd.,BOM512036
2049,Kappac Pharma Ltd.,BOM506938
2050,Kar Mobiles Ltd,BOM590053
2051,Karan Woo-sin Ltd.,BOM526115
2052,Karma Energy Ltd.,BOM533451
2053,Karma Industries Ltd.,BOM512585
2054,Karnataka Bank Ltd.,BOM532652
2055,Karnavati Finance Ltd,BOM538928
2056,Karnimata Cold Storage Ltd,BOM537784
2057,Kartik Investments Trust Ltd.,BOM501151
2058,Karur K.c.p.packkagings Ltd.,BOM531363
2059,Karur Vysya Bank Ltd.,BOM590003
2060,Karuturi Global Ltd.,BOM531687
2061,Katare Spinning Mills Ltd.,BOM502933
2062,Katwa Udyog Ltd.,BOM530977
2063,Kausambi Vanijya Ltd,BOM538295
2064,Kaushalya Infrastructure Development Corporation Ltd.,BOM532925
2065,Kaveri Seed Company Ltd.,BOM532899
2066,Kavit Industries Limited,BOM524444
2067,Kavita Fabrics Ltd.,BOM535136
2068,Kavveri Telecom Products Ltd,BOM590041
2069,Kay Power And Paper Ltd.,BOM530255
2070,Kaya Ltd,BOM539276
2071,Kaycee Industries Ltd.,BOM504084
2072,Kbs India Limited,BOM530357
2073,Kccl Plastic Ltd.,BOM526067
2074,Kcl Infra Projects Ltd,BOM531784
2075,Kcp Sugar & Industries Corporation Ltd.,BOM533192
2076,Kddl Ltd,BOM532054
2077,Kdj Holidayscapes And Resorts Limited,BOM530701
2078,Kdl Biotech Ltd.,BOM532291
2079,Kec International Ltd.,BOM532714
2080,Kedia Construction Co.ltd.,BOM508993
2081,Keerthi Industries Ltd.,BOM518011
2082,Kei Industries Ltd.,BOM517569
2083,Kellton Tech Solutions Ltd.,BOM519602
2084,Keltech Energies Ltd.,BOM506528
2085,Kelvin Fincap Ltd,BOM512113
2086,Kemistar Corporation Limited,BOM531163
2087,Kemp & Company Ltd.,BOM506530
2088,Kemrock Industries & Exports Ltd.,BOM526015
2089,Ken Financial Services Ltd.,BOM530547
2090,Kennametal India Ltd,BOM505890
2091,Kerala Ayurveda Ltd.,BOM530163
2092,Kernex Microsystems (india) Ltd.,BOM532686
2093,Kesar Enterprises Ltd,BOM507180
2094,Kesar Petroproducts Ltd.,BOM524174
2095,Kesar Terminals & Infrastructure Ltd.,BOM533289
2096,Kesoram Industries Ltd.,BOM502937
2097,Kew Industries Ltd.,BOM532758
2098,Kewal Kiran Clothing Ltd.,BOM532732
2099,Key Corp Ltd.,BOM507948
2100,Keynote Corporate Services Ltd.,BOM512597
2101,Kg Denim Ltd.,BOM500239
2102,Kg Petrochem Ltd.,BOM531609
2103,Kgn Enterprises Ltd.,BOM533790
2104,Kgn Industries Ltd.,BOM531612
2105,Khaitan (india) Ltd.,BOM590068
2106,Khaitan Chemicals & Fertilizers Ltd.,BOM507794
2107,Khaitan Electricals Ltd.,BOM504269
2108,Khandelwal Extraction Ltd.,BOM519064
2109,Khandwala Securities Ltd.,BOM531892
2110,Khatau Exim Ltd.,BOM506178
2111,Khator Fibre & Fabrics Ltd.,BOM521127
2112,Khoday India Ltd,BOM507435
2113,Khoobsurat Ltd,BOM535730
2114,Khyati Multimedia-entertainment Ltd.,BOM531692
2115,Kic Metaliks Ltd.,BOM513693
2116,Kiduja India Ltd.,BOM507946
2117,Kifs Financial Services Ltd.,BOM535566
2118,Kilburn Chemicals Ltd,BOM524699
2119,Kilburn Engineering Ltd.,BOM522101
2120,Kilburn Office Automation Ltd.,BOM523218
2121,Kilitch Drugs (india) Ltd.,BOM524500
2122,Kilpest India Ltd.,BOM532067
2123,Kinetic Engineering Ltd.,BOM500240
2124,Kinetic Trust Ltd.,BOM531274
2125,Kingfa Science & Technology (india) Ltd,BOM524019
2126,Kingfisher Airlines Ltd.,BOM532747
2127,Kings Infra Ventures Limited,BOM530215
2128,Kiran Print-pack Ltd.,BOM531413
2129,Kiran Syntex Ltd.,BOM530443
2130,Kiran Vyapar Ltd,BOM537750
2131,Kiri Industries Ltd.,BOM532967
2132,Kirloskar Brothers Investments Ltd.,BOM533297
2133,Kirloskar Brothers Ltd,BOM500241
2134,Kirloskar Electric Company Ltd,BOM533193
2135,Kirloskar Ferrous Industries Ltd.,BOM500245
2136,Kirloskar Industries Ltd,BOM500243
2137,Kirloskar Oil Engines Ltd.,BOM533293
2138,Kirloskar Pneumatic Co.ltd.,BOM505283
2139,Kisan Mouldings Ltd,BOM530145
2140,Kitex Garments Ltd.,BOM521248
2141,Kjmc Corporate Advisors (india) Ltd.,BOM532304
2142,Kjmc Financial Services Ltd.,BOM530235
2143,Kkalpana Industries (india) Ltd,BOM526409
2144,Kkalpana Plastick Ltd,BOM523652
2145,Klg Capital Services Ltd.,BOM530771
2146,Klg Systel Ltd.,BOM531269
2147,Klk Electrical Ltd,BOM517170
2148,Klrf Ltd.,BOM507598
2149,Kmc Speciality Hospitals (india) Ltd.,BOM524520
2150,Kmf Builders & Developers Ltd.,BOM531578
2151,Kmg Milk Food Ltd.,BOM519415
2152,Knr Constructions Ltd.,BOM532942
2153,Koa Tools India Ltd.,BOM517471
2154,Koffee Break Pictures Ltd.,BOM531602
2155,Kohinoor Broadcasting Corporation Ltd.,BOM531366
2156,Kohinoor Foods Ltd.,BOM512559
2157,Kohinoor Techno Engineers Limited,BOM519485
2158,Kokuyo Camlin Ltd,BOM523207
2159,Kolte-patil Developers Ltd.,BOM532924
2160,Konark Synthetic Ltd.,BOM514128
2161,Kopran Ltd.,BOM524280
2162,Kore Foods Ltd,BOM500458
2163,Kotak Mahindra Bank Ltd.,BOM500247
2164,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Dividend Option,BOM539137
2165,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Growth Option,BOM539136
2166,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Dividend Option,BOM539135
2167,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Growth Option,BOM539133
2168,Kotak Mahindra Mutual Fund - Kotak Nifty Etf,BOM537708
2169,Kotak Mahindra Mutual Fund - Kotak Psu Bank Etf,BOM590107
2170,Kotak Mahindra Mutual Fund - Permitted,BOM590112
2171,Kotak Mahindra Mutual Fund,BOM532985
2172,Kothari Fermentation & Biochem Ltd.,BOM507474
2173,Kothari Products Ltd.,BOM530299
2174,Kothari World Finance Ltd.,BOM511138
2175,Kovai Medical Center & Hospital Ltd.,BOM523323
2176,Kovalam Investment & Trading Co.ltd.,BOM505585
2177,Kpit Technologies Limited,BOM532400
2178,Kratos Energy & Infrastructure Ltd.,BOM501261
2179,Krbl Ltd.,BOM530813
2180,Krebs Biochemicals & Industries Ltd,BOM524518
2181,Kreon Finnancial Services Ltd.,BOM530139
2182,Kridhan Infra Limited,BOM533482
2183,Kriptol Industries Ltd.,BOM526753
2184,Krishana Fabrics Ltd,BOM539446
2185,Krishna Capital And Securities Ltd,BOM539384
2186,Krishna Ferro Products Ltd.,BOM513627
2187,Krishna Ventures Limited,BOM504392
2188,Kriti Industries (india) Ltd,BOM526423
2189,Kriti Nutrients Ltd,BOM533210
2190,Krypton Industries Ltd.,BOM523550
2191,Ksb Pumps Ltd.,BOM500249
2192,Kse Ltd,BOM519421
2193,Kshitiz Investment Ltd.,BOM503626
2194,Ksk Energy Ventures Ltd.,BOM532997
2195,Ksl And Industries Ltd,BOM530149
2196,Kss Limited,BOM532081
2197,Kuantum Papers Ltd.,BOM532937
2198,Kuber Udyog Ltd,BOM539408
2199,Kulkarni Power & Tools Ltd.,BOM505299
2200,Kumar Wire Cloth Manufacturing Company Ltd.,BOM513703
2201,Kumbhat Financial Services Ltd.,BOM526869
2202,Kunststoffe Industries Ltd.,BOM523594
2203,Kusam Electrical Industries Ltd.,BOM511048
2204,Kushal Tradelink Ltd,BOM536170
2205,Kuwer Industries Ltd.,BOM530421
2206,Kwality Credit & Leasing Ltd.,BOM531206
2207,Kwality Limited,BOM531882
2208,Kyra Landscapes Limited,BOM530967
2209,L&t Finance Holdings Ltd.,BOM533519
2210,L.g.balakrishnan & Bros.ltd.,BOM500250
2211,La Opala Rg Ltd.,BOM526947
2212,La Tim Metal & Industries Ltd,BOM505693
2213,Lactose (india) Ltd.,BOM524202
2214,Ladderup Finance Ltd.,BOM530577
2215,Laffans Petrochemicals Ltd,BOM524522
2216,Lahoti Overseas Ltd,BOM531842
2217,Lakhotia Polyesters (india) Ltd.,BOM535387
2218,Lakshmi Automatic Loom Works Ltd.,BOM505302
2219,Lakshmi Electrical Control Systems Ltd.,BOM504258
2220,Lakshmi Machine Works Ltd.,BOM500252
2221,Lakshmi Mills Company Ltd,BOM502958
2222,Lakshmi Overseas Industries Ltd.,BOM519570
2223,Lakshmi Precision Screws Ltd.,BOM506079
2224,Lakshmi Vilas Bank Ltd.,BOM534690
2225,Lambodhara Textiles Ltd,BOM590075
2226,Lanco Infratech Ltd.,BOM532778
2227,Lancor Holdings Ltd.,BOM509048
2228,Landmarc Leisure Corporation Ltd.,BOM532275
2229,Landmark Property Development Company Ltd.,BOM533012
2230,Larsen & Toubro Ltd.,BOM500510
2231,Laser Diamonds Ltd.,BOM531164
